UTTERANCE,SCENARIO,FLAB_BAD_CONTENT
you are looking for a home under 500k,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
you are asking how much the rent is ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
do u have parking for customers in your apartment ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
is apartment come with parking space ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
for how long can i use parking spot that comes with apartment ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
does the apartment include parking ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
i have to pay for parking ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
the parking has security ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
is there a car park in the apartment ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
where is the parking lot ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
is parking safe ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
i want to know the parking situation of the apartment,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
can i park my car ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
is there a parking ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
how wide is the parking ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
how many cars can fit ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
it is safe ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
have space for 3 car ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
i can park my car for a month ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
i have to pay a tax ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
are you prepared to spend approximately the next 30 minutes answering a high quality questionnaire acknowledging that you may not be eligible to participate in the questionnaire due to certain exclusion criteria,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
are you prepared to spend approximately the next 30 minutes answering a high quality questionnaire acknowledging that you may not be eligible to participate in the questionnaire due to certain exclusion criteria,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
are you prepared to spend approximately the next 30 minutes answering a high quality questionnaire acknowledging that you may not be eligible to participate in the questionnaire due to certain exclusion criteria,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
con cuantos espacios para estacionar cuenta cada apartamento,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
tengo un espacio para estacionar exclusivo para mi,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
tiene vigilancia el estacionamiento,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
the apartment has parking ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
the parking of the apartment as it is ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
what is the parking situation ,you want to know the parking situation of the apartment,ACCEPTABLE_CONTENT
i want to know the subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
can i know the subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
who want to know the subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
buenos dias,you want to know the subletting policy,ACCEPTABLE_CONTENT
buenos dias,you want to know the subletting policy,ACCEPTABLE_CONTENT
buenos dias,you want to know the subletting policy,ACCEPTABLE_CONTENT
will i be able to sublet ,you want to know the subletting policy,ACCEPTABLE_CONTENT
is it ok o sublet ,you want to know the subletting policy,ACCEPTABLE_CONTENT
is there any subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is the subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
is there any subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what policies are there ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is the subletting policy in the area ,you want to know the subletting policy,ACCEPTABLE_CONTENT
how much is the tax if i decide to sublet ,you want to know the subletting policy,ACCEPTABLE_CONTENT
is the subletting policy too strict ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what s the subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
can you show me the subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
the subletting policy what s that about ,you want to know the subletting policy,ACCEPTABLE_CONTENT
how is the sublease process going on ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is the sublease policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
conditions for sublease ,you want to know the subletting policy,ACCEPTABLE_CONTENT
how about the subletting ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what are the risk of the subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
is that policy legal ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is a subletting policy,you want to know the subletting policy,ACCEPTABLE_CONTENT
how much is the cost for the policy,you want to know the subletting policy,ACCEPTABLE_CONTENT
what covers the subletting policy,you want to know the subletting policy,ACCEPTABLE_CONTENT
how much credit do i need ,you want to know the subletting policy,ACCEPTABLE_CONTENT
how much credit do i need ,you want to know the subletting policy,ACCEPTABLE_CONTENT
how much credit do i need ,you want to know the subletting policy,ACCEPTABLE_CONTENT
please tell me about subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
kindly explain for me subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what are the subletting policies,you want to know the subletting policy,ACCEPTABLE_CONTENT
what about the subletting policy ca you tell me about it,you want to know the subletting policy,ACCEPTABLE_CONTENT
can u explain to me the subletting policy,you want to know the subletting policy,ACCEPTABLE_CONTENT
how much is the deposit in my apartment ,you want to know the subletting policy,ACCEPTABLE_CONTENT
how much is this apartment rented ,you want to know the subletting policy,ACCEPTABLE_CONTENT
how long will the rental agreement ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is subletting policy ,you want to know the subletting policy,ACCEPTABLE_CONTENT
can i let this apartment to someone else ,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is your policy about subletting this place ,you want to know the subletting policy,ACCEPTABLE_CONTENT
can i sublet the place i will move in,you want to know the subletting policy,ACCEPTABLE_CONTENT
what is the policy to sublet other tenants,you want to know the subletting policy,ACCEPTABLE_CONTENT
